City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1100,Macapa,BR,75.18,light rain,0.0389,-51.0664,Atalanta Hotel
1101,Gorontalo,ID,81.99,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1103,Torit,SS,75.99,broken clouds,4.4133,32.5678,Diplomat Guest House
1105,Boqueirao,BR,75.25,few clouds,-7.5,-36.1333,Hotel Chique Chique
1106,Buluang,PH,77.43,broken clouds,13.3068,123.3425,Enon Beach Resort
1111,Afonso Bezerra,BR,80.55,broken clouds,-5.4983,-36.5056,Pousada Shammah
1112,San Andres,CO,84.22,scattered clouds,12.5847,-81.7006,Hotel Arena Blanca
1120,Zaraza,VE,77.36,overcast clouds,9.3503,-65.3245,Hotel Zaraza
1122,Manokwari,ID,83.16,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1125,Pozo Colorado,PY,86.95,scattered clouds,-23.4923,-58.7972,Hospedaje la Amistad
1130,Salto,UY,80.87,scattered clouds,-31.3833,-57.9667,Gran Hotel Uruguay
1131,Manaus,BR,79.3,scattered clouds,-3.1019,-60.025,Manaus Hotéis Millennium
1133,Bryan,US,75.09,scattered clouds,30.6744,-96.37,Best Western Premier Bryan College Station
1134,Laguna De Perlas,NI,78.44,clear sky,12.3429,-83.6712,Hotel Best View
1136,Reconquista,AR,77.36,scattered clouds,-29.15,-59.65,Grand Hotel
1140,Baguanos,CU,79.09,broken clouds,20.7517,-76.0269,Magalis y William
1142,Manavalakurichi,IN,78.89,broken clouds,8.1333,77.3,Muttom beach west
1143,Grand-Lahou,CI,80.26,broken clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
1145,Tarakan,ID,76.5,light rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
1153,Samarai,PG,83.8,overcast clouds,-10.6167,150.6667,Nuli Sapi
1154,Lamu,KE,78.89,overcast clouds,-2.2717,40.902,Lamu House
1156,Sarangani,PH,82.2,broken clouds,5.4033,125.4636,Ballistic Islet
1163,Marsh Harbour,BS,77.14,clear sky,26.5412,-77.0636,Abaco Beach Resort
1173,Kihei,US,76.84,moderate rain,20.785,-156.4656,Maui Sunset
1179,The Valley,AI,81.1,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
1183,Bundaberg,AU,83.21,broken clouds,-24.85,152.35,Takalvan Motel
1186,Kampot,KH,75.25,overcast clouds,10.6167,104.1833,Two Moons Hotel
1190,Rabak,SD,78.19,clear sky,13.1809,32.74,فندق ربك Rabak Hotel
1192,Aquin,HT,77.41,scattered clouds,18.2833,-73.4,Asheev Beach
1193,Popondetta,PG,88.83,broken clouds,-8.7537,148.2534,Timos Transit House
1194,Biak,ID,78.8,overcast clouds,-0.9131,122.8766,Penginapan Kim
1196,Bonthe,SL,80.02,broken clouds,7.5264,-12.505,Bonthe Holiday Village
1199,Tiarei,PF,87.82,broken clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1204,Aquiraz,BR,85.21,few clouds,-3.9014,-38.3911,Pousada Rua Camurupim
1207,Alugan,PH,79.48,broken clouds,12.2188,125.4808,JM Lodge
1211,Pochutla,MX,82.22,clear sky,15.7432,-96.4661,Hotel Posada San Jose
1221,Wates,ID,75.92,overcast clouds,-8.1326,111.9541,Nur lailiyah
1236,Labuan,MY,78.96,light rain,5.2767,115.2417,Tiara Labuan Hotel
1239,Kaeo,NZ,77.32,scattered clouds,-35.1,173.7833,Bushido Lodge
1240,Morondava,MG,79.57,broken clouds,-20.2833,44.2833,La Case Bambou
1243,Siavonga,ZM,81.48,few clouds,-16.5382,28.7088,Lavongora Waterfront Lodge
1249,Seguela,CI,77.45,clear sky,7.9611,-6.6731,Hotel le Carrefour
1251,Yeppoon,AU,82.18,broken clouds,-23.1333,150.7333,Villa Mar Colina
