City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Mae Sai,TH,20.4335,99.8762,53.44,83,51,1.39,broken clouds
347,Buta,CD,2.7858,24.73,71.42,93,100,2.86,overcast clouds
348,Carmen,MX,18.6333,-91.8333,82.44,54,1,8.05,clear sky
349,Eyl,SO,7.9803,49.8164,74.03,69,37,12.82,scattered clouds
350,Klyuchi,RU,52.2667,79.1667,25.07,84,100,7.27,overcast clouds
351,Scottsbluff,US,41.8666,-103.6672,26.83,68,90,13.8,light snow
352,Kensington,AU,-33.9167,151.2167,73.0,63,75,3.0,broken clouds
353,Wanning,CN,18.8003,110.3967,63.12,69,68,10.02,broken clouds
354,Sibolga,ID,1.7427,98.7792,75.83,84,76,3.11,broken clouds
355,Kununurra,AU,-15.7667,128.7333,78.78,83,75,8.05,light rain
356,Chapais,CA,49.7834,-74.8492,1.18,97,99,3.98,overcast clouds
357,Samfya,ZM,-11.3649,29.5565,71.11,62,68,6.38,broken clouds
358,Adeje,ES,28.1227,-16.726,68.56,61,20,29.93,few clouds
359,Alibag,IN,18.6411,72.8792,75.27,81,0,5.73,clear sky
360,Lucea,JM,18.451,-78.1736,80.46,78,74,8.86,broken clouds
361,Ucluelet,CA,48.9329,-125.5528,41.09,75,100,8.72,overcast clouds
362,Zakamensk,RU,50.3741,103.2863,9.3,89,98,4.0,overcast clouds
363,Fort Pierce,US,27.4467,-80.3256,73.0,95,90,1.01,overcast clouds
364,Chifeng,CN,42.2683,118.9636,29.39,44,65,7.31,broken clouds
365,Nakapiripirit,UG,1.9167,34.7833,67.78,63,92,6.89,overcast clouds
366,Naples,IT,40.8333,14.25,50.05,87,40,3.0,scattered clouds
367,Qaqortoq,GL,60.7167,-46.0333,25.3,70,95,13.22,overcast clouds
368,Baykit,RU,61.67,96.37,-10.95,96,100,3.24,overcast clouds
369,Rognan,NO,67.0953,15.3878,14.88,82,2,10.51,clear sky
370,Houma,US,29.5958,-90.7195,73.4,86,68,4.0,broken clouds
371,Ugoofaaru,MV,5.6667,73.0,82.2,72,25,10.42,scattered clouds
372,Airai,TL,-8.9266,125.4092,68.88,77,97,1.01,overcast clouds
373,Bubaque,GW,11.2833,-15.8333,81.5,67,97,11.05,overcast clouds
374,Tevaitoa,PF,-16.7833,-151.5,81.27,66,75,17.27,broken clouds
375,Pitsunda,GE,43.1592,40.3378,50.18,66,93,5.55,overcast clouds
376,Berlevag,NO,70.8578,29.0864,28.4,89,54,27.04,broken clouds
377,Bilma,NE,18.6853,12.9164,64.96,19,50,6.87,scattered clouds
378,Pocone,BR,-16.2567,-56.6228,77.29,88,74,2.73,moderate rain
379,Altay,CN,47.8667,88.1167,27.21,55,98,8.03,overcast clouds
380,Rawson,AR,-43.3002,-65.1023,63.27,62,28,13.78,scattered clouds
381,Byron Bay,AU,-28.65,153.6167,81.05,78,76,7.02,broken clouds
382,Otane,NZ,-39.8833,176.6333,68.02,75,96,4.21,overcast clouds
383,Henties Bay,NA,-22.116,14.2845,58.86,92,0,8.86,clear sky
384,Jutai,BR,-5.1833,-68.9,71.64,99,92,1.72,overcast clouds
385,Pocinhos,BR,-7.0767,-36.0611,71.56,84,13,11.86,few clouds
386,Cherskiy,RU,68.75,161.3,-37.68,97,90,3.13,overcast clouds
387,Ulaangom,MN,49.9811,92.0667,7.88,84,100,3.65,overcast clouds
388,Sioux Lookout,CA,50.1001,-91.917,21.58,86,90,4.61,light snow
389,Micheweni,TZ,-4.9667,39.8333,78.93,80,96,5.01,light rain
390,Vaasa,FI,63.096,21.6158,-14.78,76,0,1.14,clear sky
391,Cayenne,GF,4.9333,-52.3333,77.09,89,75,1.99,broken clouds
392,Tyukhtet,RU,56.5389,89.3011,29.77,92,100,14.88,overcast clouds
393,Kudat,MY,6.8837,116.8477,77.29,94,20,3.44,few clouds
394,Nanortalik,GL,60.1432,-45.2371,26.92,64,97,28.57,light snow
395,Kahului,US,20.8947,-156.47,76.84,89,90,9.22,moderate rain
396,Camden,US,39.7835,-74.9663,48.6,72,74,1.01,broken clouds
397,Aginskoye,RU,51.1,114.53,9.59,89,21,5.06,few clouds
398,Bengkulu,ID,-3.8004,102.2655,76.14,86,100,5.68,overcast clouds
399,Takoradi,GH,4.8845,-1.7554,80.19,83,39,7.94,scattered clouds
400,Hasaki,JP,35.7333,140.8333,48.6,61,100,11.32,overcast clouds
401,Te Anau,NZ,-45.4167,167.7167,50.72,67,80,5.77,broken clouds
402,Point Pleasant,US,40.0832,-74.0682,47.95,64,90,4.0,overcast clouds
403,Oranjemund,NA,-28.55,16.4333,61.47,90,33,6.38,scattered clouds
404,Opunake,NZ,-39.4556,173.8583,68.34,93,100,14.63,overcast clouds
405,Da Nang,VN,16.0678,108.2208,69.78,68,75,1.14,broken clouds
406,Pundaguitan,PH,6.3711,126.1689,80.96,78,90,11.48,overcast clouds
407,Luderitz,NA,-26.6481,15.1594,60.51,86,0,9.57,clear sky
408,Lethem,GY,3.3803,-59.7968,80.42,71,100,11.9,overcast clouds
409,Batesville,US,35.7698,-91.641,70.21,78,75,8.99,broken clouds
410,Souillac,MU,-20.5167,57.5167,78.37,78,40,8.05,scattered clouds
411,Vuktyl,RU,63.8567,57.3094,-13.65,93,5,0.67,clear sky
412,Tautira,PF,-17.7333,-149.15,86.02,73,83,17.76,light rain
413,Georgetown,MY,5.4112,100.3354,77.9,81,20,5.01,few clouds
414,Korla,CN,41.7597,86.1469,29.5,56,99,1.05,overcast clouds
415,Sinjai,ID,-5.1241,120.253,77.2,88,100,4.54,overcast clouds
416,Santiago,CL,-33.4569,-70.6483,85.44,28,0,0.0,clear sky
417,Iwanai,JP,42.9744,140.5089,36.97,80,61,5.59,broken clouds
418,Yeovil,GB,50.9416,-2.6321,40.44,88,57,1.01,broken clouds
419,Tinskoy,RU,56.1525,96.9161,29.39,89,94,12.55,light snow
420,Newtonmore,GB,57.066,-4.1192,31.03,90,60,7.36,broken clouds
421,Antofagasta,CL,-23.65,-70.4,63.68,76,58,2.51,broken clouds
422,Golden,US,39.7555,-105.2211,42.62,54,96,8.05,overcast clouds
423,Sorland,NO,67.667,12.6934,26.55,64,65,10.54,broken clouds
424,Ust-Maya,RU,60.4167,134.5333,-12.42,99,93,3.38,overcast clouds
425,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,7.93,83,100,2.04,overcast clouds
426,Juterbog,DE,51.9833,13.0833,36.21,95,100,3.0,light snow
427,Necochea,AR,-38.5473,-58.7368,61.03,84,0,8.72,clear sky
428,Imbituba,BR,-28.24,-48.6703,72.82,94,100,11.65,light rain
429,Herat,AF,34.5,62.0,42.8,39,1,6.78,clear sky
430,Kirakira,SB,-10.4544,161.9205,81.81,85,100,14.47,overcast clouds
431,Ransang,PH,8.9603,117.5828,79.65,74,18,4.36,few clouds
432,Makakilo City,US,21.3469,-158.0858,73.62,78,90,5.75,light rain
433,Taganak,PH,6.0833,118.3,77.14,77,73,4.97,broken clouds
434,Mecca,SA,21.4267,39.8261,73.98,72,0,3.11,clear sky
435,Grand Gaube,MU,-20.0064,57.6608,78.39,71,18,5.01,few clouds
436,Havre,FR,49.5833,0.3333,44.37,81,90,20.71,overcast clouds
437,Hailey,US,43.5196,-114.3153,21.04,31,68,8.01,broken clouds
438,Port Hedland,AU,-20.3167,118.5667,98.65,16,88,14.97,overcast clouds
439,Flinders,AU,-34.5833,150.8552,71.06,66,97,6.26,overcast clouds
440,Pyshma,RU,56.9523,63.2513,23.85,96,100,2.82,overcast clouds
441,Mopti,ML,14.6667,-4.0,73.65,15,27,10.27,scattered clouds
442,Port Keats,AU,-14.25,129.55,88.03,55,86,1.34,light rain
443,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.89,95,99,1.63,overcast clouds
444,Bongandanga,CD,1.5,21.05,71.35,97,100,2.04,overcast clouds
445,Kuminskiy,RU,58.6667,66.5667,5.43,91,67,2.71,broken clouds
446,Saint-Ambroise,CA,48.5501,-71.3324,9.09,85,100,4.61,overcast clouds
447,Mount Gambier,AU,-37.8333,140.7667,69.71,49,65,10.36,broken clouds
448,Kaduna,NG,10.5222,7.4383,69.69,24,86,6.46,overcast clouds
449,Xining,CN,36.6167,101.7667,24.03,43,4,1.16,clear sky
450,Camacha,PT,33.0833,-16.3333,62.02,63,40,14.97,scattered clouds
451,Altamont,US,42.2068,-121.7372,55.24,24,1,3.44,clear sky
452,Batagay,RU,67.6333,134.6333,-19.37,100,100,0.85,overcast clouds
453,Bilibino,RU,68.0546,166.4372,-18.18,99,100,2.66,overcast clouds
454,Valdivia,CL,-39.8142,-73.2459,77.09,41,0,7.49,clear sky
455,Ixtapa,MX,20.7,-105.2,81.23,80,95,1.01,overcast clouds
456,Jalna,IN,19.8333,75.8833,65.39,63,18,4.18,few clouds
457,Weihai,CN,37.5017,122.1136,47.68,77,60,6.98,broken clouds
458,Washington,US,47.5001,-120.5015,37.89,65,91,1.74,overcast clouds
459,Damghan,IR,36.1683,54.348,38.61,48,40,3.24,scattered clouds
460,Orchard Homes,US,46.8633,-114.0484,32.14,47,1,8.01,clear sky
461,Bonavista,CA,48.6499,-53.1147,33.12,63,93,19.82,overcast clouds
462,Dingle,PH,10.9995,122.6711,77.14,82,32,9.95,scattered clouds
463,Kozmodemyansk,RU,56.3367,46.5711,16.63,81,70,5.55,broken clouds
464,Roebourne,AU,-20.7833,117.1333,94.51,20,33,18.14,scattered clouds
465,Shush,IR,32.1942,48.2436,59.22,35,44,7.27,scattered clouds
466,Karia,NG,11.7306,11.1629,70.14,20,71,9.46,broken clouds
467,Freeport,US,40.6576,-73.5832,47.25,55,1,3.0,clear sky
468,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.38,88,33,10.94,scattered clouds
469,Maceio,BR,-9.6658,-35.7353,76.44,94,75,1.14,broken clouds
470,Saint Austell,GB,50.3383,-4.7658,40.5,72,100,5.35,overcast clouds
471,Nykoping,SE,58.753,17.0079,17.46,85,0,5.75,clear sky
472,La Asuncion,VE,11.0333,-63.8628,80.33,83,26,16.11,scattered clouds
473,Nanakuli,US,21.3906,-158.1547,75.04,78,90,5.75,light rain
474,Mitsamiouli,KM,-11.3847,43.2844,80.73,78,14,12.26,few clouds
475,Codrington,AU,-38.2667,141.9667,74.62,36,91,11.07,overcast clouds
476,Vostok,RU,46.4856,135.8833,26.76,93,62,5.99,broken clouds
477,Campo De Criptana,ES,39.4046,-3.1249,41.38,75,33,12.71,scattered clouds
478,Marshall,US,34.3834,-86.3333,68.31,70,40,1.99,scattered clouds
479,Kitcharao,PH,9.455,125.5731,78.64,85,91,6.04,light rain
480,Tuatapere,NZ,-46.1333,167.6833,55.81,49,82,7.47,broken clouds
481,Kasane,BW,-17.8167,25.15,69.84,71,89,1.97,overcast clouds
482,Mercedes,AR,-34.6515,-59.4307,70.18,91,41,7.72,scattered clouds
483,Kondinskoye,RU,59.6481,67.41,-9.18,98,34,3.4,scattered clouds
484,Omsukchan,RU,62.5333,155.8,-32.55,99,69,3.76,broken clouds
485,Dunedin,NZ,-45.8742,170.5036,54.81,66,97,3.0,overcast clouds
486,Terney,RU,45.0503,136.6092,33.75,69,3,6.11,clear sky
487,Alta Floresta,BR,-9.8756,-56.0861,72.81,96,97,2.28,light rain
488,Chlorakas,CY,34.8042,32.4083,54.48,76,20,11.5,few clouds
489,Khani,GE,41.9563,42.9566,38.77,68,72,6.33,light rain
490,Acarau,BR,-2.8856,-40.12,81.28,81,29,17.83,scattered clouds
491,Kudahuvadhoo,MV,2.6708,72.8944,81.5,78,82,14.54,broken clouds
492,Paragominas,BR,-2.9667,-47.4833,74.25,91,74,2.75,broken clouds
493,Saint-Francois,FR,46.4154,3.9054,36.84,92,75,5.75,broken clouds
494,Muros,ES,42.7762,-9.0603,53.24,94,49,3.29,scattered clouds
495,Cortez,US,37.3489,-108.5859,53.94,28,1,12.66,clear sky
496,Pergamino,AR,-33.89,-60.5736,73.26,67,91,5.57,overcast clouds
497,Lakatoro,VU,-16.0999,167.4164,84.24,69,11,7.56,few clouds
498,Kochubey,RU,44.3861,46.5825,44.71,82,83,4.32,broken clouds
499,Coolum Beach,AU,-26.5333,153.1,79.11,75,60,10.13,broken clouds
500,Broken Hill,AU,-31.95,141.4333,76.71,22,75,5.75,broken clouds
501,Shalakusha,RU,62.2247,40.2539,2.75,100,69,2.19,broken clouds
502,Carman,CA,49.4992,-98.0016,12.7,79,100,19.57,overcast clouds
503,Vestmannaeyjar,IS,63.4427,-20.2734,44.22,69,100,21.85,overcast clouds
504,Coquimbo,CL,-29.9533,-71.3436,58.73,82,75,11.5,broken clouds
505,Kiama,AU,-34.6833,150.8667,71.26,65,99,1.01,light rain
506,Puerto Ayacucho,VE,5.6639,-67.6236,85.78,67,91,1.99,overcast clouds
507,Brae,GB,60.3964,-1.353,40.91,62,84,8.81,broken clouds
508,Chester,US,40.1254,-75.8749,46.04,59,90,1.01,overcast clouds
509,Carlsbad,US,33.1581,-117.3506,73.31,79,3,3.0,clear sky
510,Ayia Varvara,CY,34.9971,33.3683,55.89,81,0,0.38,clear sky
511,Pingzhuang,CN,42.0372,119.2889,30.43,44,56,12.93,broken clouds
512,Cockburn Town,TC,21.4612,-71.1419,80.29,78,55,21.56,broken clouds
513,Inuvik,CA,68.3499,-133.7218,-1.19,81,20,6.91,few clouds
514,Colborne,CA,44.0001,-77.8828,35.65,86,100,18.48,light snow
515,That Phanom,TH,16.9364,104.7104,57.18,58,78,5.91,broken clouds
516,Kuznechnoye,RU,61.12,29.8686,21.0,92,100,7.92,light snow
517,Ossora,RU,59.2353,163.0719,15.91,81,98,9.1,overcast clouds
518,Sabzevar,IR,36.2126,57.6819,42.15,46,53,5.73,broken clouds
519,Urupes,BR,-21.2017,-49.29,81.73,73,60,4.41,broken clouds
520,Jalingo,NG,8.8833,11.3667,79.23,27,96,3.22,overcast clouds
521,Lata,PT,40.1629,-8.3327,54.01,94,47,1.66,scattered clouds
522,Kyra,RU,49.5776,111.9753,8.24,92,30,3.65,scattered clouds
523,Arkadelphia,US,34.1209,-93.0538,73.26,78,40,8.05,scattered clouds
524,Vico Equense,IT,40.6598,14.4317,48.45,3,100,3.0,overcast clouds
525,Omaruru,NA,-21.4333,15.9333,61.86,38,0,3.96,clear sky
526,Marfino,RU,55.7028,37.3822,28.35,93,90,4.47,overcast clouds
527,Trincomalee,LK,8.5711,81.2335,79.43,79,1,5.14,clear sky
528,Songea,TZ,-10.6833,35.65,63.55,95,95,3.47,overcast clouds
529,Pareora,NZ,-44.4871,171.2132,56.17,71,100,9.46,overcast clouds
530,Axim,GH,4.8699,-2.2405,79.81,84,24,7.31,few clouds
531,Meadow Lake,US,34.8014,-106.5436,62.08,26,0,8.03,clear sky
532,Tambulig,PH,8.0702,123.5348,79.86,80,96,2.93,overcast clouds
533,Virginia Beach,US,36.8529,-75.978,57.25,84,90,8.05,overcast clouds
534,Gao,ML,16.6362,1.637,73.69,12,17,7.85,few clouds
535,Iznik,TR,40.4286,29.7211,56.98,82,2,5.3,clear sky
536,Okato,NZ,-39.2,173.8833,67.42,97,100,13.15,light rain
537,Lokoja,NG,7.8024,6.743,80.13,35,71,1.7,broken clouds
538,Araouane,ML,18.9048,-3.5265,61.88,15,65,10.33,broken clouds
539,Karratha,AU,-20.7377,116.8463,91.81,24,25,17.58,moderate rain
540,Ahuimanu,US,21.4447,-157.8378,74.79,70,79,11.16,light rain
541,Namie,JP,37.4833,141.0,37.94,69,22,0.25,few clouds
542,Hamilton,US,39.1834,-84.5333,60.42,89,90,1.99,overcast clouds
543,Mogadishu,SO,2.0371,45.3438,78.91,75,44,14.92,scattered clouds
544,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,88,75,5.01,broken clouds
545,Outjo,NA,-20.1167,16.15,62.29,29,0,5.95,clear sky
546,Tilichiki,RU,60.4667,166.1,0.19,96,83,3.83,broken clouds
547,Qasigiannguit,GL,68.8193,-51.1922,24.48,65,100,16.02,overcast clouds
548,Lamar,US,33.6668,-95.5836,73.36,68,40,12.66,scattered clouds
549,Porbandar,IN,21.6422,69.6093,72.05,56,0,10.02,clear sky
550,Pangnirtung,CA,66.1451,-65.7125,4.91,98,100,6.87,light snow
551,Birao,CF,10.2849,22.7882,73.98,24,49,7.92,scattered clouds
552,Palafrugell,ES,41.9174,3.1631,49.46,64,13,4.0,few clouds
553,Lagdo,CM,9.05,13.7333,77.5,27,74,2.06,broken clouds
554,Plettenberg Bay,ZA,-34.0527,23.3716,64.42,90,99,10.74,light rain
555,Keetmanshoop,NA,-26.5833,18.1333,58.78,59,0,8.57,clear sky
556,Wilmington Island,US,32.0036,-80.9737,62.69,87,1,0.0,clear sky
557,Belaya Gora,RU,68.5333,146.4167,-27.83,94,100,1.92,overcast clouds
558,Marawi,PH,7.9986,124.2928,65.64,89,99,3.29,overcast clouds
559,Sao Filipe,CV,14.8961,-24.4956,75.72,73,71,11.54,broken clouds
560,Terra Santa,BR,-2.1042,-56.4869,79.23,70,82,2.95,broken clouds
561,Atar,MR,20.5169,-13.0499,69.08,14,100,8.66,overcast clouds
562,Perpignan,FR,42.75,2.75,47.57,67,40,27.63,scattered clouds
563,Tual,ID,-5.6667,132.75,83.1,77,100,13.58,moderate rain
564,Ambon,ID,-3.6954,128.1814,84.34,74,40,13.8,scattered clouds
565,Yar-Sale,RU,66.8333,70.8333,-14.26,91,51,14.81,broken clouds
566,Rio Grande,BR,-32.035,-52.0986,68.95,82,10,10.96,clear sky
567,Hami,CN,42.8,93.45,28.67,53,100,3.96,overcast clouds
568,Pemangkat,ID,1.1667,108.9667,80.98,79,100,10.42,light rain
569,Roma,US,43.2128,-75.4557,41.13,76,100,10.0,overcast clouds
570,Margate,GB,51.3813,1.3862,41.97,92,87,15.1,light rain
571,Palermo,IT,37.8167,13.5833,47.73,93,98,7.52,overcast clouds
572,San Fernando,PH,15.0286,120.6898,75.15,71,91,5.3,overcast clouds
573,Charters Towers,AU,-20.1,146.2667,85.75,43,22,14.2,few clouds
574,Constantine,DZ,36.365,6.6147,42.21,75,75,20.71,broken clouds
575,Punakha,BT,27.5837,89.8598,54.54,77,80,2.46,broken clouds
576,Varzea Da Palma,BR,-17.5981,-44.7308,71.38,78,45,2.84,scattered clouds
577,Moerai,PF,-22.4333,-151.3333,78.55,77,73,14.88,broken clouds
578,Bathsheba,BB,13.2167,-59.5167,81.21,74,40,20.71,scattered clouds
579,Florida,US,28.7505,-82.5001,68.05,83,40,0.0,scattered clouds
580,Larsnes,NO,62.2028,5.5773,37.0,79,100,6.78,overcast clouds
581,Potsdam,DE,52.3989,13.0657,35.49,96,100,5.01,light snow
582,Qax,AZ,41.4225,46.9242,40.19,53,21,5.82,few clouds
583,Nouadhibou,MR,20.931,-17.0347,67.98,49,57,9.22,dust
584,San Policarpo,PH,12.1791,125.5072,80.01,78,61,14.88,broken clouds
585,Jahangirabad,IN,28.4167,78.1,64.13,55,75,5.3,broken clouds
586,Zalantun,CN,48.0,122.7167,21.36,67,1,16.46,clear sky
587,Kurumkan,RU,54.3,110.3,7.38,91,28,4.61,scattered clouds
588,Dicabisagan,PH,17.0818,122.4157,73.04,86,91,5.32,overcast clouds
589,Isiolo,KE,0.3546,37.5822,66.63,80,80,2.35,broken clouds
590,Mackay,AU,-21.15,149.2,87.67,61,40,16.11,scattered clouds
591,Anadyr,RU,64.75,177.4833,0.1,84,90,35.01,heavy snow
592,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,65,75,13.0,broken clouds
593,Xiazhen,CN,34.8022,117.1117,42.37,52,6,3.13,clear sky
594,Ibotirama,BR,-12.1853,-43.2206,73.22,81,61,1.92,light rain
595,Port-Gentil,GA,-0.7193,8.7815,80.56,94,75,8.05,thunderstorm with light rain
596,Kirillov,RU,59.863,38.3813,-8.61,100,30,2.71,scattered clouds
597,Yining,CN,29.0361,114.5636,46.27,64,0,0.78,clear sky
598,Wad Madani,SD,14.4012,33.5199,77.79,28,0,10.29,clear sky
599,Alausi,EC,-2.2,-78.8333,50.67,95,93,0.96,light rain
600,Key West,US,24.5557,-81.7826,75.99,81,63,12.91,broken clouds
601,Magistralnyy,RU,56.1725,107.4458,21.72,95,100,8.32,light snow
602,Luau,AO,-10.7073,22.2247,63.27,90,47,2.62,scattered clouds
603,Lakefield,US,43.6775,-95.1717,34.09,63,90,17.0,overcast clouds
604,Saurimo,AO,-9.6608,20.3916,63.84,93,73,0.78,light rain
605,Filadelfia,US,39.9523,-75.1638,48.51,67,75,1.99,broken clouds
606,Gumla,IN,23.05,84.55,61.14,87,71,4.79,broken clouds
607,Edd,ER,13.9297,41.6925,79.52,52,0,16.06,clear sky
608,Sulangan,PH,11.1373,123.7228,80.92,74,34,18.95,scattered clouds
609,Urengoy,RU,65.9667,78.3667,-31.56,100,48,6.62,scattered clouds
610,Khor,RU,47.8861,134.9464,27.1,90,94,9.37,overcast clouds
611,Avera,US,33.194,-82.5271,66.07,72,99,5.99,overcast clouds
612,Acapulco,MX,16.8634,-99.8901,79.88,79,1,6.96,clear sky
613,Teguldet,RU,57.3064,88.1667,31.75,92,100,13.27,overcast clouds
614,Pensacola,US,30.4213,-87.2169,70.32,87,75,8.05,broken clouds
615,Cardston,CA,49.2,-113.3019,12.49,72,100,2.3,overcast clouds
616,Richards Bay,ZA,-28.783,32.0377,77.5,72,90,14.23,overcast clouds
617,Galesong,ID,-5.3166,119.3661,75.22,88,100,5.26,overcast clouds
618,Neuquen,AR,-38.9516,-68.0591,84.09,30,0,8.05,clear sky
619,Kailua,US,21.4022,-157.7394,75.07,58,78,13.18,light rain
620,Havoysund,NO,70.9963,24.6622,29.28,97,99,31.27,light snow
621,Pangascasan,PH,16.1169,120.0866,75.25,72,90,8.88,overcast clouds
622,Podosinovets,RU,60.2776,47.0659,-20.29,100,49,2.95,scattered clouds
623,Farah,AF,32.5,62.5,43.61,53,1,2.13,clear sky
624,Tateyama,JP,34.9833,139.8667,52.11,76,100,11.81,overcast clouds
625,Gallup,US,35.5281,-108.7426,53.02,30,2,1.01,clear sky
626,Chumikan,RU,54.7183,135.315,12.43,86,98,16.64,overcast clouds
627,Wairoa,NZ,-39.0333,177.3667,80.55,52,92,3.0,overcast clouds
628,Perigueux,FR,45.1833,0.7167,43.09,91,67,10.65,broken clouds
629,La Libertad,EC,-2.2333,-80.9,73.06,83,0,12.66,clear sky
630,Jinxiang,CN,27.4327,120.6062,55.78,76,11,8.72,few clouds
631,Horsham,GB,51.064,-0.3272,42.64,88,40,9.22,scattered clouds
632,Mareeba,AU,-17.0,145.4333,87.48,58,4,7.81,clear sky
633,Krasnyy Yar,RU,46.5331,48.3456,44.53,92,90,5.84,overcast clouds
634,Khash,IR,28.2211,61.2158,45.16,41,8,1.39,clear sky
635,Nouakchott,MR,18.0858,-15.9785,76.93,28,100,12.66,overcast clouds
636,San Juan,AR,-31.5375,-68.5364,81.07,35,26,12.37,scattered clouds
637,Nizwa,OM,22.9333,57.5333,61.93,66,2,1.72,clear sky
638,Cordoba,AR,-31.4135,-64.1811,72.45,68,90,5.75,overcast clouds
639,Panguna,PG,-6.3164,155.4848,80.42,67,100,2.8,overcast clouds
640,Pangody,RU,65.85,74.4859,-26.66,100,33,8.12,scattered clouds
641,Hovd,MN,48.0056,91.6419,19.65,53,100,1.39,overcast clouds
642,Port Pirie,AU,-33.1833,138.0167,66.29,51,70,6.51,broken clouds
643,Ternate,ID,0.8,127.4,82.26,80,99,8.12,overcast clouds
644,Coracao De Jesus,BR,-16.6853,-44.365,77.72,92,17,5.08,few clouds
645,Port Hardy,CA,50.6996,-127.4199,39.2,86,90,4.61,overcast clouds
646,Riverton,US,40.5219,-111.9391,53.15,41,1,1.99,clear sky
647,Malanje,AO,-9.5402,16.341,63.52,95,98,1.79,overcast clouds
648,Neiafu,TO,-18.65,-173.9833,81.28,83,75,9.22,light rain
649,Auki,SB,-8.7676,160.7034,79.27,89,95,11.41,moderate rain
650,Nyrob,RU,60.733,56.7202,-18.11,100,88,1.66,overcast clouds
651,Vytegra,RU,61.0064,36.4481,-1.43,99,100,4.18,light snow
652,Iskenderun,TR,36.5872,36.1735,56.71,46,1,4.29,clear sky
653,Semenivka,UA,52.1783,32.5818,26.62,88,100,6.24,overcast clouds
654,Gimli,CA,50.6336,-96.9907,8.62,72,100,16.11,overcast clouds
655,Chagoda,RU,59.164,35.3285,-6.18,97,30,5.28,scattered clouds
656,Salawagan,PH,7.7053,125.115,76.41,81,100,2.15,overcast clouds
657,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.49,86,38,14.38,scattered clouds
658,Nikolo-Pavlovskoye,RU,57.7831,60.0578,17.04,84,89,8.66,overcast clouds
659,Abu Kamal,SY,34.4506,40.9171,51.62,44,12,7.72,few clouds
660,Stokmarknes,NO,68.5646,14.9108,18.99,76,18,5.23,few clouds
661,Oconomowoc,US,43.1117,-88.4993,35.26,98,90,3.44,overcast clouds
662,Juneau,US,58.3019,-134.4197,27.21,90,90,8.05,mist
663,Mirnyy,RU,62.5353,113.9611,-34.13,97,14,4.23,few clouds
664,Mawlaik,MM,23.6333,94.4167,67.87,99,99,1.88,overcast clouds
665,Yeniseysk,RU,58.4497,92.1703,29.52,97,100,8.66,light snow
666,Siniscola,IT,40.5719,9.6922,45.95,82,100,10.54,overcast clouds
667,Russell,US,32.3502,-85.1999,65.79,81,41,5.19,scattered clouds
668,Ovalle,CL,-30.5983,-71.2003,72.36,50,36,4.21,scattered clouds
669,Diapaga,BF,12.0708,1.7889,74.88,18,3,6.38,clear sky
670,Pafos,CY,34.7667,32.4167,55.18,76,20,11.5,few clouds
671,Racale,IT,39.9631,18.0938,51.84,74,60,10.54,broken clouds
672,Najran,SA,17.4924,44.1277,52.45,40,0,1.05,clear sky
673,Chaozhou,CN,23.6651,116.6379,51.66,55,3,5.91,clear sky
674,Portlethen,GB,57.0547,-2.1307,28.08,93,37,0.0,scattered clouds
675,Malvern,US,34.3623,-92.813,71.74,81,100,11.03,overcast clouds
676,Turtas,RU,58.9417,69.1325,-0.33,94,37,4.12,scattered clouds
677,Seoul,KR,37.5683,126.9778,29.59,93,0,1.14,clear sky
678,Schenectady,US,42.8334,-74.0829,35.76,71,1,4.61,clear sky
679,Lukulu,ZM,-14.3707,23.242,67.55,86,98,7.76,overcast clouds
680,Marzuq,YE,14.4,46.4667,58.96,40,1,1.43,clear sky
681,Bria,CF,6.5423,21.9863,74.3,40,100,3.4,overcast clouds
682,Gunjur,GM,13.2019,-16.7339,73.47,94,99,5.75,overcast clouds
683,Novoilinsk,RU,51.6829,108.7143,6.73,97,39,2.28,scattered clouds
684,San Quintin,MX,30.4833,-115.95,62.26,77,0,13.27,clear sky
685,Harij,IN,23.7,71.9,67.24,54,0,8.25,clear sky
686,Moose Factory,CA,51.2585,-80.6094,10.4,79,1,6.91,clear sky
687,Tripoli,LY,32.8752,13.1875,57.38,41,0,23.42,clear sky
688,Weiser,US,44.251,-116.9693,45.48,51,40,7.31,scattered clouds
689,Belle Fourche,US,44.6714,-103.8522,26.11,74,94,24.23,overcast clouds
690,Kangaatsiaq,GL,68.3065,-53.4641,28.27,92,100,19.28,snow
691,Thaba-Tseka,LS,-29.522,28.6084,51.44,87,85,7.45,overcast clouds
692,Yabrud,SY,33.9674,36.6574,35.26,79,2,2.19,clear sky
693,Nemuro,JP,43.3236,145.575,34.23,69,3,15.03,clear sky
694,Cochrane,CA,51.1834,-114.4687,11.03,70,75,2.3,broken clouds
695,Hauknes,NO,66.2833,14.0667,-6.41,91,5,5.26,clear sky
696,Tequila,MX,20.8833,-103.8333,77.97,44,88,3.24,overcast clouds
697,La Ciotat,FR,43.1748,5.6045,48.07,65,4,22.44,clear sky
