City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Moron,AR,2021-12-05 23:43:37,-34.6534,-58.6198,69.98,78,14,7.0
296,Geraldton,AU,2021-12-05 23:41:01,-28.7667,114.6,76.12,56,1,13.8
297,Santa Maria,BR,2021-12-05 23:48:36,-29.6842,-53.8069,78.1,61,20,10.36
298,Igrim,RU,2021-12-05 23:48:36,63.1906,64.4162,-18.27,99,52,1.3
299,Hanzhong,CN,2021-12-05 23:48:36,33.0728,107.0303,42.44,69,1,1.3
300,Kahului,US,2021-12-05 23:46:58,20.8947,-156.47,76.84,89,90,9.22
301,Ancud,CL,2021-12-05 23:37:38,-41.8697,-73.8203,71.13,75,33,5.08
302,Solano,US,2021-12-05 23:48:37,38.2333,-121.9511,65.98,53,40,3.44
303,Sao Gabriel Da Cachoeira,BR,2021-12-05 23:48:37,-0.1303,-67.0892,73.94,97,78,1.5
304,Socorro,US,2021-12-05 23:48:38,31.6546,-106.3033,72.61,19,1,10.36
305,Coroata,BR,2021-12-05 23:48:38,-4.13,-44.1242,76.87,82,46,0.6
306,Aktau,KZ,2021-12-05 23:48:38,43.65,51.2,32.58,66,63,6.93
307,Laguna,US,2021-12-05 23:42:16,38.421,-121.4238,66.24,85,75,4.61
308,Mangan,IN,2021-12-05 23:48:39,27.5167,88.5333,58.95,44,40,7.02
309,Mokhsogollokh,RU,2021-12-05 23:48:39,61.4681,128.9203,-4.88,89,100,8.34
310,Brokopondo,SR,2021-12-05 23:48:40,4.75,-55.1667,77.4,88,100,8.12
311,Asau,RO,2021-12-05 23:48:40,46.4333,26.4,33.96,83,91,3.18
312,Antalaha,MG,2021-12-05 23:42:11,-14.9003,50.2788,73.67,88,9,5.95
313,College,US,2021-12-05 23:43:52,64.8569,-147.8028,9.23,77,75,3.44
314,Esperance,AU,2021-12-05 23:38:57,-33.8667,121.9,64.24,67,90,12.33
315,Chester,US,2021-12-05 23:46:00,40.1254,-75.8749,46.04,59,90,1.01
316,Leshukonskoye,RU,2021-12-05 23:42:18,64.8989,45.7622,5.31,89,18,5.77
317,Zharkent,KZ,2021-12-05 23:49:41,44.1628,80.0,35.96,60,100,4.47
318,Morehead,US,2021-12-05 23:43:36,37.2711,-87.1764,66.85,82,90,8.01
319,Tucuman,AR,2021-12-05 23:47:19,-26.8241,-65.2226,77.0,73,75,5.75
320,Ashtabula,US,2021-12-05 23:49:42,41.7001,-80.7665,49.77,58,90,13.8
321,Gubkinskiy,RU,2021-12-05 23:49:42,64.434,76.5026,-22.22,95,98,5.68
322,Thinadhoo,MV,2021-12-05 23:49:42,0.5333,72.9333,81.43,78,100,16.82
323,Hobyo,SO,2021-12-05 23:41:05,5.3505,48.5268,78.42,76,22,15.79
324,Cayenne,GF,2021-12-05 23:49:43,4.9333,-52.3333,78.1,90,75,2.3
325,Sakakah,SA,2021-12-05 23:42:16,29.9697,40.2064,58.57,43,73,8.57
326,Vineland,US,2021-12-05 23:44:52,39.4862,-75.0257,49.66,74,20,5.75
327,Tiksi,RU,2021-12-05 23:43:35,71.6872,128.8694,-15.79,95,100,6.53
328,Bontang,ID,2021-12-05 23:49:43,0.1333,117.5,78.13,87,100,8.81
329,Somerset East,ZA,2021-12-05 23:49:44,-32.7217,25.588,61.03,90,73,8.59
330,Kholodnyy,RU,2021-12-05 23:49:44,62.7167,147.95,-42.25,98,89,0.76
331,Kytmanovo,RU,2021-12-05 23:49:44,53.4593,85.4479,12.6,95,100,3.22
332,Colares,PT,2021-12-05 23:39:52,38.7992,-9.4469,56.34,68,12,1.01
333,Mvuma,ZW,2021-12-05 23:49:45,-19.2792,30.5283,71.58,45,87,4.38
334,Walvis Bay,NA,2021-12-05 23:49:45,-22.9575,14.5053,59.09,82,0,8.05
335,Rio Gallegos,AR,2021-12-05 23:47:16,-51.6226,-69.2181,60.85,21,0,28.77
336,Dharchula,IN,2021-12-05 23:49:45,29.85,80.5333,50.09,84,78,5.86
337,Bambanglipuro,ID,2021-12-05 23:44:48,-7.95,110.2833,66.6,85,99,6.93
338,Nokaneng,BW,2021-12-05 23:49:46,-19.6667,22.2667,71.65,68,100,4.99
339,Fazilka,IN,2021-12-05 23:49:46,30.4,74.0333,58.89,72,0,4.56
340,Yerbogachen,RU,2021-12-05 23:49:04,61.2767,108.0108,-25.35,100,83,2.51
341,Aktash,RU,2021-12-05 23:49:46,50.3,87.7333,7.75,66,100,4.0
342,Jimeta,NG,2021-12-05 23:49:47,9.2833,12.4667,78.24,26,51,2.46
343,Todos Santos,MX,2021-12-05 23:49:47,23.45,-110.2167,80.01,73,99,8.05
344,Los Llanos De Aridane,ES,2021-12-05 23:49:47,28.6585,-17.9182,64.15,65,75,13.0
345,Troutdale,US,2021-12-05 23:49:48,45.5393,-122.3873,46.98,76,1,1.99
346,Emborion,GR,2021-12-05 23:49:48,40.4833,21.55,43.84,87,98,4.9
347,Vestmannaeyjar,IS,2021-12-05 23:49:48,63.4427,-20.2734,44.22,69,100,21.85
348,Vao,NC,2021-12-05 23:46:01,-22.6667,167.4833,76.37,81,100,17.4
349,Tessalit,ML,2021-12-05 23:43:31,20.1986,1.0114,65.57,17,62,8.48
350,Sabang,ID,2021-12-05 23:44:38,5.8933,95.3214,80.92,77,91,14.92
351,Karratha,AU,2021-12-05 23:49:49,-20.7377,116.8463,91.81,24,25,17.58
352,Saint Anthony,US,2021-12-05 23:49:49,45.0205,-93.218,37.54,66,90,5.99
353,Bud,US,2021-12-05 23:49:49,39.447,-86.1758,59.9,93,85,17.56
354,Usinsk,RU,2021-12-05 23:49:50,65.9939,57.5281,-0.18,99,98,8.86
355,Ambovombe,MG,2021-12-05 23:49:50,-25.1667,46.0833,72.99,81,4,4.79
356,Qianguo,CN,2021-12-05 23:42:17,45.1171,124.8568,19.31,87,64,7.43
357,Porosozero,RU,2021-12-05 23:49:51,62.7191,32.727,11.05,95,93,7.14
358,Chingola,ZM,2021-12-05 23:50:51,-12.529,27.8838,66.43,62,23,3.78
359,Gondanglegi,ID,2021-12-05 23:50:52,-7.7479,112.0132,76.23,89,100,7.02
360,Abu Dhabi,AE,2021-12-05 23:48:02,24.4667,54.3667,71.96,73,42,5.84
361,Port Lavaca,US,2021-12-05 23:50:52,28.615,-96.6261,77.32,89,1,10.36
362,Namibe,AO,2021-12-05 23:50:52,-15.1961,12.1522,71.82,64,5,4.74
363,Savonlinna,FI,2021-12-05 23:50:53,61.8699,28.88,6.85,85,40,1.14
364,Bardiyah,LY,2021-12-05 23:50:53,31.7561,25.0865,60.13,68,0,10.69
365,Alice Springs,AU,2021-12-05 23:43:33,-23.7,133.8833,78.35,41,0,9.22
366,Atencingo,MX,2021-12-05 23:50:53,18.5167,-98.6,73.02,37,9,3.33
367,Redlands,US,2021-12-05 23:47:07,34.0556,-117.1825,78.69,40,0,3.51
368,Prainha,BR,2021-12-05 23:50:54,-1.8,-53.48,78.01,77,86,3.29
369,Vila,PT,2021-12-05 23:46:01,42.0304,-8.1588,42.33,86,87,3.15
370,Adrar,MR,2021-12-05 23:50:54,20.5022,-10.0711,61.39,13,100,10.42
371,Hawera,NZ,2021-12-05 23:50:54,-39.5917,174.2833,67.46,90,100,10.04
372,Marquette,US,2021-12-05 23:50:55,46.5333,-87.6335,26.67,92,100,11.41
373,Pierre,US,2021-12-05 23:50:55,44.3683,-100.351,31.86,67,90,3.0
374,Mabaruma,GY,2021-12-05 23:50:55,8.2,-59.7833,73.35,97,90,3.6
375,Codrington,AU,2021-12-05 23:50:56,-38.2667,141.9667,74.62,36,91,11.07
376,Mantua,IT,2021-12-05 23:50:56,45.1667,10.7833,44.73,90,27,1.99
377,Rampur Hat,IN,2021-12-05 23:50:56,24.1667,87.7833,67.1,86,100,3.09
378,Acapulco,MX,2021-12-05 23:49:42,16.8634,-99.8901,79.88,79,1,6.96
379,Robertsport,LR,2021-12-05 23:50:57,6.7533,-11.3686,81.68,78,46,9.19
380,Salym,RU,2021-12-05 23:50:57,60.0625,71.4789,-11.34,99,62,3.94
381,Cortes,ES,2021-12-05 23:50:57,41.9395,-1.4396,43.88,77,49,21.03
382,Roald,NO,2021-12-05 23:50:58,62.5833,6.1333,37.33,69,90,17.27
383,Broome,US,2021-12-05 23:42:21,42.2506,-75.833,42.22,59,90,3.0
384,Piacabucu,BR,2021-12-05 23:46:17,-10.4056,-36.4344,77.25,85,73,9.66
385,Agirish,RU,2021-12-05 23:50:58,61.9247,63.0231,-4.9,96,99,2.42
386,Ilhabela,BR,2021-12-05 23:50:59,-23.7781,-45.3581,72.88,92,84,5.99
387,Nichinan,JP,2021-12-05 23:50:59,31.6,131.3667,45.55,70,89,6.82
388,Balikpapan,ID,2021-12-05 23:50:59,-1.2675,116.8289,77.99,89,40,3.44
389,Airai,TL,2021-12-05 23:49:37,-8.9266,125.4092,68.88,77,97,1.01
390,Atar,MR,2021-12-05 23:51:00,20.5169,-13.0499,69.08,14,100,8.66
391,Jalingo,NG,2021-12-05 23:51:00,8.8833,11.3667,79.23,27,96,3.22
392,Isangel,VU,2021-12-05 23:51:00,-19.55,169.2667,84.31,74,75,5.75
393,Miquelon,PM,2021-12-05 23:51:01,47.0975,-56.3814,37.27,64,100,30.33
394,Puerto Escondido,MX,2021-12-05 23:51:01,15.85,-97.0667,80.35,74,0,3.47
395,Chapada Dos Guimaraes,BR,2021-12-05 23:51:01,-15.4606,-55.7497,69.46,91,70,1.72
396,Ocos,GT,2021-12-05 23:51:02,14.5094,-92.1933,90.1,69,0,5.77
397,Banda Aceh,ID,2021-12-05 23:50:58,5.5577,95.3222,77.0,84,95,9.42
398,Verkhoyansk,RU,2021-12-05 23:51:02,67.5447,133.385,-20.31,99,100,0.72
399,San Pedro,PH,2021-12-05 23:51:03,14.35,121.0167,77.32,72,20,2.3
400,Dano,BF,2021-12-05 23:51:03,11.15,-3.0667,77.32,14,5,4.47
401,Rajshahi,BD,2021-12-05 23:51:03,24.3667,88.6,67.75,80,100,2.91
402,Nshamba,TZ,2021-12-05 23:51:04,-1.7983,31.5511,61.12,79,99,1.52
403,Kysyl-Syr,RU,2021-12-05 23:52:04,63.8986,122.7617,-31.79,97,38,5.5
404,Beloha,MG,2021-12-05 23:44:42,-25.1667,45.05,71.42,97,6,4.12
405,Ypsonas,CY,2021-12-05 23:52:04,34.6884,32.9574,58.28,80,1,1.9
406,Lyman,UA,2021-12-05 23:52:05,48.9884,37.8023,34.81,88,100,4.12
407,Bulungu,CD,2021-12-05 23:52:05,-4.55,18.6,69.57,98,100,2.04
408,Bacolod,PH,2021-12-05 23:52:05,10.6667,122.95,78.89,80,80,11.45
409,Seoul,KR,2021-12-05 23:47:18,37.5683,126.9778,29.59,93,0,1.14
410,Omboue,GA,2021-12-05 23:52:05,-1.5746,9.2618,76.28,94,100,7.56
411,Prince Rupert,CA,2021-12-05 23:46:00,54.3161,-130.3201,35.29,78,90,5.75
412,Okha,RU,2021-12-05 23:40:43,53.5739,142.9478,11.7,92,80,6.2
413,Aitape,PG,2021-12-05 23:52:06,-3.1374,142.3475,86.25,69,76,3.56
414,Bull Savanna,JM,2021-12-05 23:52:06,17.8868,-77.5902,75.85,84,38,10.11
415,Aberystwyth,GB,2021-12-05 23:52:06,52.4155,-4.0829,39.31,82,84,6.6
416,Beringovskiy,RU,2021-12-05 23:48:24,63.05,179.3167,7.23,81,100,34.34
417,Husavik,IS,2021-12-05 23:47:18,66.0449,-17.3389,40.91,77,100,26.66
418,Moranbah,AU,2021-12-05 23:52:07,-22.0016,148.0466,84.69,48,22,12.66
419,Morro Da Fumaca,BR,2021-12-05 23:52:07,-28.6508,-49.21,67.66,95,86,8.59
420,Brae,GB,2021-12-05 23:52:08,60.3964,-1.353,40.91,62,84,8.81
421,Mayumba,GA,2021-12-05 23:45:51,-3.432,10.6554,78.19,91,100,4.79
422,Erdenet,MN,2021-12-05 23:52:08,49.0333,104.0833,16.68,50,23,5.17
423,Eureka,US,2021-12-05 23:43:05,40.8021,-124.1637,54.57,83,72,1.99
424,Bosaso,SO,2021-12-05 23:43:37,11.2842,49.1816,73.58,71,15,3.04
425,Berani,PK,2021-12-05 23:52:08,25.785,68.8069,55.49,24,3,4.74
426,Altagracia De Orituco,VE,2021-12-05 23:52:09,9.8601,-66.3814,71.38,86,51,5.79
427,Mantang,PH,2021-12-05 23:52:09,11.87,125.4283,79.41,81,44,10.33
428,Nouadhibou,MR,2021-12-05 23:50:39,20.931,-17.0347,67.98,49,57,9.22
429,Novoagansk,RU,2021-12-05 23:52:09,61.9449,76.6625,-2.15,97,96,7.27
430,Fort Nelson,CA,2021-12-05 23:52:10,58.8053,-122.7002,-17.01,76,20,5.75
431,Skibbereen,IE,2021-12-05 23:52:10,51.55,-9.2667,44.4,97,100,15.77
432,Samarai,PG,2021-12-05 23:52:10,-10.6167,150.6667,83.8,72,96,9.13
433,Bourail,NC,2021-12-05 23:52:10,-21.5667,165.4833,85.91,57,28,4.07
434,West Wendover,US,2021-12-05 23:47:20,40.7391,-114.0733,51.01,37,1,5.75
435,Kathmandu,NP,2021-12-05 23:47:15,27.7167,85.3167,53.82,94,20,2.3
436,Taoudenni,ML,2021-12-05 23:52:11,22.6783,-3.9836,60.53,23,100,9.17
437,Carmen,MX,2021-12-05 23:48:29,18.6333,-91.8333,82.44,54,1,8.05
438,Lorengau,PG,2021-12-05 23:44:59,-2.0226,147.2712,86.94,72,71,16.13
439,Mecca,SA,2021-12-05 23:50:53,21.4267,39.8261,73.98,72,0,3.11
440,Severnyy,RU,2021-12-05 23:52:11,50.677,36.5532,24.84,93,75,4.47
441,Pemangkat,ID,2021-12-05 23:52:12,1.1667,108.9667,80.98,79,100,10.42
442,Itoman,JP,2021-12-05 23:52:12,26.1247,127.6694,69.82,62,20,11.5
443,San Cristobal,VE,2021-12-05 23:50:35,7.7669,-72.225,75.38,79,66,1.99
444,Basco,PH,2021-12-05 23:52:12,20.4487,121.9702,75.6,72,77,24.09
445,Joshimath,IN,2021-12-05 23:52:12,30.5667,79.5667,44.06,88,91,1.12
446,Nantucket,US,2021-12-05 23:42:17,41.2835,-70.0995,43.02,63,1,0.0
447,Wewak,PG,2021-12-05 23:52:13,-3.5534,143.6268,82.2,85,100,6.29
448,Sao Raimundo Das Mangabeiras,BR,2021-12-05 23:52:13,-7.0219,-45.4811,76.33,86,70,1.74
449,Atbasar,KZ,2021-12-05 23:52:13,51.8,68.3333,7.03,93,80,4.56
450,Salalah,OM,2021-12-05 23:53:14,17.0151,54.0924,70.81,39,0,8.05
451,Alugan,PH,2021-12-05 23:53:14,12.2188,125.4808,79.48,79,63,14.32
452,Abnub,EG,2021-12-05 23:53:14,27.2696,31.1511,52.02,62,76,5.48
453,Ko Samui,TH,2021-12-05 23:53:15,9.5357,99.9357,79.57,63,73,14.03
454,Maniitsoq,GL,2021-12-05 23:53:15,65.4167,-52.9,27.14,62,100,36.53
455,Ilulissat,GL,2021-12-05 23:53:15,69.2167,-51.1,23.49,69,99,14.74
456,Lagoa,PT,2021-12-05 23:53:15,39.05,-27.9833,63.18,75,91,11.86
457,Jumla,NP,2021-12-05 23:53:16,29.2747,82.1838,39.94,90,77,4.16
458,Washougal,US,2021-12-05 23:53:16,45.5826,-122.3534,46.98,78,89,1.01
459,Rocha,UY,2021-12-05 23:50:26,-34.4833,-54.3333,60.44,97,77,4.29
460,Katsuura,JP,2021-12-05 23:47:12,35.1333,140.3,52.2,73,100,9.73
461,Juegang,CN,2021-12-05 23:53:17,32.3174,121.1855,53.91,81,0,4.9
462,Petropavlovsk-Kamchatskiy,RU,2021-12-05 23:53:17,53.0452,158.6483,28.99,55,75,6.71
463,Oxford,GB,2021-12-05 23:53:17,51.7522,-1.256,39.49,95,81,5.41
464,Arawa,PG,2021-12-05 23:53:18,-6.2132,155.5367,86.05,68,100,1.41
465,Jamsa,FI,2021-12-05 23:53:18,61.8642,25.19,1.29,96,32,4.09
466,Kongolo,CD,2021-12-05 23:53:18,-5.3833,27.0,69.69,97,97,2.17
467,Ulety,RU,2021-12-05 23:53:18,51.3572,112.4849,18.05,80,72,6.67
468,Sampit,ID,2021-12-05 23:50:59,-2.5333,112.95,75.83,90,100,1.95
469,Meulaboh,ID,2021-12-05 23:44:39,4.1363,96.1285,76.33,86,93,3.47
470,Port Pirie,AU,2021-12-05 23:53:19,-33.1833,138.0167,66.29,51,70,6.51
471,Varkkallai,IN,2021-12-05 23:53:19,8.7341,76.7067,78.58,90,71,5.44
472,Menongue,AO,2021-12-05 23:53:19,-14.6585,17.691,62.58,94,100,4.43
473,Yining,CN,2021-12-05 23:53:20,29.0361,114.5636,46.27,64,0,0.78
474,Chepo,PA,2021-12-05 23:53:20,9.1667,-79.1,81.01,95,96,5.1
475,Port Augusta,AU,2021-12-05 23:49:30,-32.5,137.7667,77.7,52,94,8.43
476,Tura,IN,2021-12-05 23:53:20,25.5198,90.2201,65.98,82,100,3.13
477,Aban,RU,2021-12-05 23:53:21,56.67,96.06,28.11,90,100,12.53
478,Shenjiamen,CN,2021-12-05 23:53:21,29.9576,122.298,55.78,65,1,6.58
479,Maputo,MZ,2021-12-05 23:53:21,-25.9653,32.5892,78.48,90,90,4.61
480,Ostrovnoy,RU,2021-12-05 23:41:09,68.0531,39.5131,9.79,74,85,22.77
481,Haines Junction,CA,2021-12-05 23:53:21,60.7522,-137.5108,-0.42,100,100,2.06
482,Berlevag,NO,2021-12-05 23:49:38,70.8578,29.0864,28.4,89,54,27.04
483,Khrebtovaya,RU,2021-12-05 23:53:22,56.7032,104.2494,24.12,95,100,11.95
484,Gazanjyk,TM,2021-12-05 23:53:22,39.2446,55.5154,47.71,58,99,6.89
485,Port Macquarie,AU,2021-12-05 23:45:55,-31.4333,152.9167,71.89,66,99,6.51
486,Norton,ZW,2021-12-05 23:53:22,-17.8833,30.7,70.29,37,4,9.51
487,Cherskiy,RU,2021-12-05 23:49:41,68.75,161.3,-37.68,97,90,3.13
488,Akyab,MM,2021-12-05 23:53:23,20.15,92.9,75.97,81,49,5.32
489,Lidkoping,SE,2021-12-05 23:53:23,58.5052,13.1577,23.02,87,89,7.9
490,Las Rosas,AR,2021-12-05 23:53:23,-32.4766,-61.5804,74.75,69,69,10.56
491,Tommot,RU,2021-12-05 23:53:24,58.9564,126.2925,-0.4,88,100,6.29
492,Shirvan,AZ,2021-12-05 23:53:24,39.9509,48.8994,50.09,40,100,3.2
493,Ailigandi,PA,2021-12-05 23:53:24,9.2333,-78.0167,80.2,88,95,3.13
494,Port Blair,IN,2021-12-05 23:50:37,11.6667,92.75,78.64,70,44,10.76
495,Chamonix-Mont-Blanc,FR,2021-12-05 23:53:25,45.9238,6.8693,29.68,92,93,3.22
496,Anadyr,RU,2021-12-05 23:53:25,64.75,177.4833,0.1,84,90,35.01
497,Yelizovo,RU,2021-12-05 23:53:25,53.1873,158.3805,30.34,54,75,7.0
498,Santa Maria Del Oro,MX,2021-12-05 23:53:26,25.9333,-105.3667,66.27,21,100,10.27
499,Rupert,US,2021-12-05 23:53:26,42.6191,-113.6772,41.67,54,57,23.8
500,Makakilo City,US,2021-12-05 23:50:53,21.3469,-158.0858,73.62,78,90,5.75
501,Shubarkuduk,KZ,2021-12-05 23:54:26,49.1447,56.4872,31.51,70,100,8.19
502,Stromness,GB,2021-12-05 23:54:27,58.965,-3.296,35.56,61,83,20.65
503,La Ronge,CA,2021-12-05 23:42:27,55.1001,-105.2842,-12.75,70,1,3.44
504,Tiruppur,IN,2021-12-05 23:50:30,11.1,77.35,74.55,91,40,2.04
505,San Policarpo,PH,2021-12-05 23:54:27,12.1791,125.5072,80.01,78,61,14.88
506,Dingle,PH,2021-12-05 23:52:01,10.9995,122.6711,77.14,82,32,9.95
507,Tabou,CI,2021-12-05 23:54:27,4.423,-7.3528,79.86,83,37,5.99
508,Krasnoturansk,RU,2021-12-05 23:54:28,54.3186,91.5639,7.95,95,79,4.5
509,San Enrique,PH,2021-12-05 23:54:28,10.4161,122.8504,79.0,79,93,11.3
510,Najran,SA,2021-12-05 23:54:28,17.4924,44.1277,52.45,40,0,1.05
511,Artesia,US,2021-12-05 23:54:29,33.8658,-118.0831,75.45,72,1,1.99
512,Emilio Carranza,MX,2021-12-05 23:54:29,19.9711,-96.6114,75.15,82,3,11.79
513,Labuhan,ID,2021-12-05 23:54:29,-6.8844,112.2051,79.41,78,100,6.8
514,Valera,VE,2021-12-05 23:54:29,9.3178,-70.6036,72.3,84,68,4.32
515,Champerico,GT,2021-12-05 23:54:30,14.3,-91.9167,90.14,68,1,6.44
516,Salta,AR,2021-12-05 23:54:30,-24.7859,-65.4117,68.29,86,90,1.99
517,Nizhniy Kuranakh,RU,2021-12-05 23:54:30,58.8353,125.4869,-0.2,92,100,6.87
518,Praya,CV,2021-12-05 23:53:38,14.9215,-23.5087,72.14,83,0,18.41
519,Aquiraz,BR,2021-12-05 23:54:31,-3.9014,-38.3911,85.21,66,18,13.76
520,Gillette,US,2021-12-05 23:51:53,44.2911,-105.5022,19.69,77,75,15.99
521,Manggar,ID,2021-12-05 23:54:31,-2.8833,108.2667,77.72,90,99,9.91
522,Lompoc,US,2021-12-05 23:43:28,34.6391,-120.4579,77.77,75,1,21.0
523,Brigantine,US,2021-12-05 23:54:31,39.4101,-74.3646,51.03,79,30,15.32
524,Westport,US,2021-12-05 23:49:34,41.1415,-73.3579,46.15,64,1,10.0
525,Les Cayes,HT,2021-12-05 23:54:32,18.2,-73.75,76.8,81,37,3.58
526,Cayeli,TR,2021-12-05 23:54:32,41.0923,40.7292,55.38,59,26,5.3
527,Shadegan,IR,2021-12-05 23:54:32,30.6497,48.6647,60.71,55,92,9.84
528,Sambava,MG,2021-12-05 23:54:33,-14.2667,50.1667,74.77,88,7,9.8
529,Fougamou,GA,2021-12-05 23:54:33,-1.2154,10.5838,75.02,98,100,2.3
530,Constitucion,CL,2021-12-05 23:54:33,-35.3333,-72.4167,58.08,89,8,5.95
531,Progreso,MX,2021-12-05 23:54:34,21.2833,-89.6667,75.72,77,0,12.37
532,Glenwood Springs,US,2021-12-05 23:50:04,39.5505,-107.3248,52.88,51,1,14.97
533,Turmalina,BR,2021-12-05 23:54:34,-17.2856,-42.73,66.87,91,76,3.6
534,Carutapera,BR,2021-12-05 23:54:34,-1.195,-46.02,79.16,84,24,6.96
535,Kongsvinger,NO,2021-12-05 23:54:35,60.1905,11.9977,15.48,97,62,2.44
536,Concepcion,CL,2021-12-05 23:52:20,-36.827,-73.0498,60.6,77,0,13.8
537,Conde,BR,2021-12-05 23:54:35,-7.2597,-34.9075,78.26,94,40,10.36
538,Grindavik,IS,2021-12-05 23:54:35,63.8424,-22.4338,39.67,87,75,12.66
539,Bahia Honda,CU,2021-12-05 23:54:36,22.9036,-83.1592,73.65,75,23,7.05
540,Northam,GB,2021-12-05 23:48:22,51.0333,-4.2167,41.61,81,85,1.23
541,Svetlyy,RU,2021-12-05 23:54:36,54.675,20.1347,26.65,92,100,13.8
542,Muros,ES,2021-12-05 23:52:10,42.7762,-9.0603,53.24,94,49,3.29
543,Suciu De Sus,RO,2021-12-05 23:54:37,47.4333,24.0333,34.59,95,100,3.56
544,Kloulklubed,PW,2021-12-05 23:54:37,7.0419,134.2556,83.73,77,100,13.62
545,Monzon,ES,2021-12-05 23:55:37,41.9108,0.1941,38.75,80,1,9.75
546,Mazagao,BR,2021-12-05 23:55:37,-0.115,-51.2894,75.25,87,92,3.71
547,Kangaatsiaq,GL,2021-12-05 23:55:38,68.3065,-53.4641,28.27,92,100,19.28
548,Kushmurun,KZ,2021-12-05 23:55:38,52.4503,64.6311,24.33,89,100,8.99
549,Hasaki,JP,2021-12-05 23:46:33,35.7333,140.8333,48.6,61,100,11.32
550,Kupang,ID,2021-12-05 23:55:38,-10.1667,123.5833,81.18,94,40,2.3
551,Nogliki,RU,2021-12-05 23:55:39,51.8333,143.1667,25.38,83,87,11.65
552,Harindanga,IN,2021-12-05 23:55:39,22.0383,88.3214,71.58,97,100,13.09
553,Binzhou,CN,2021-12-05 23:55:39,37.3667,118.0167,41.05,68,100,6.93
554,Krasnokamensk,RU,2021-12-05 23:55:39,50.0979,118.0369,9.61,89,6,7.29
555,Kosh-Agach,RU,2021-12-05 23:53:28,50.0,88.6667,11.98,47,100,0.98
556,Kutum,SD,2021-12-05 23:55:40,14.2,24.6667,62.33,23,3,6.24
557,Tefe,BR,2021-12-05 23:55:40,-3.3542,-64.7114,74.86,96,51,2.48
558,Hualmay,PE,2021-12-05 23:45:56,-11.0964,-77.6139,66.83,85,100,10.89
559,Bloemhof,ZA,2021-12-05 23:55:40,-27.6469,25.607,60.69,86,84,6.46
560,Huizhou,CN,2021-12-05 23:55:41,23.0833,114.4,52.34,50,15,3.85
561,Vostok,RU,2021-12-05 23:52:05,46.4856,135.8833,26.76,93,62,5.99
562,Umm Kaddadah,SD,2021-12-05 23:55:41,13.6017,26.6876,69.73,15,36,13.78
563,Conakry,GN,2021-12-05 23:55:41,9.538,-13.6773,82.47,83,75,4.61
564,Axim,GH,2021-12-05 23:53:19,4.8699,-2.2405,79.81,84,24,7.31
565,Tecolutla,MX,2021-12-05 23:55:42,20.4833,-97.0167,76.44,83,9,12.28
566,Salamiyah,SY,2021-12-05 23:55:42,35.0113,37.0532,50.13,54,3,1.57
567,Dunedin,NZ,2021-12-05 23:52:07,-45.8742,170.5036,54.81,66,97,3.0
568,Karasjok,NO,2021-12-05 23:55:42,69.4719,25.5112,-0.29,94,15,6.13
569,Tezu,IN,2021-12-05 23:55:43,27.9167,96.1667,64.06,60,90,3.33
570,Nara,JP,2021-12-05 23:55:43,34.6851,135.8049,48.7,72,96,2.46
571,Gumdag,TM,2021-12-05 23:55:43,39.2061,54.5906,45.81,65,98,10.2
572,Iquitos,PE,2021-12-05 23:55:43,-3.7481,-73.2472,77.04,94,40,2.3
573,Sao Jose Da Coroa Grande,BR,2021-12-05 23:55:44,-8.8978,-35.1478,77.77,85,51,9.57
574,Rawson,AR,2021-12-05 23:49:39,-43.3002,-65.1023,63.27,62,28,13.78
575,Isoka,ZM,2021-12-05 23:55:44,-10.1606,32.6335,64.42,72,66,3.83
576,Srandakan,ID,2021-12-05 23:55:44,-7.9386,110.2506,67.73,85,99,1.99
577,Guaimaca,HN,2021-12-05 23:55:45,14.5333,-86.8167,76.6,73,81,2.8
