City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
110,Marion,US,2021-12-05 23:41:40,39.7684,-86.1555,58.19,91,90,16.11
111,Saskylakh,RU,2021-12-05 23:43:45,71.9167,114.0833,-32.31,98,100,4.61
112,Tuktoyaktuk,CA,2021-12-05 23:39:44,69.4541,-133.0374,-18.4,76,1,8.05
113,Tasiilaq,GL,2021-12-05 23:42:19,65.6145,-37.6368,29.34,92,97,20.2
114,Krutaya Gorka,RU,2021-12-05 23:43:45,55.3649,73.2231,24.48,97,100,7.76
115,Irbit,RU,2021-12-05 23:43:46,57.6705,63.071,20.48,93,99,2.91
116,Anchorage,US,2021-12-05 23:30:03,61.2181,-149.9003,26.31,87,90,4.0
117,Yamada,JP,2021-12-05 23:43:46,39.4667,141.95,44.19,66,6,5.35
118,Kabo,CF,2021-12-05 23:43:47,7.6994,18.629,76.17,32,96,1.95
119,Kalaleh,IR,2021-12-05 23:43:47,37.3807,55.4916,52.7,40,84,8.05
120,Chapais,CA,2021-12-05 23:43:48,49.7834,-74.8492,1.18,97,99,3.98
121,Kieta,PG,2021-12-05 23:43:48,-6.2167,155.6333,84.61,70,100,1.61
122,Jalu,LY,2021-12-05 23:41:10,29.0331,21.5482,56.55,62,1,6.67
123,Saint-Joseph,RE,2021-12-05 23:43:45,-21.3667,55.6167,75.56,78,40,10.74
124,Qaanaaq,GL,2021-12-05 23:43:48,77.484,-69.3632,20.37,82,100,6.73
125,Idil,TR,2021-12-05 23:43:49,37.3411,41.8895,43.11,53,59,1.05
126,Boda,CF,2021-12-05 23:43:49,4.3189,17.4695,74.68,73,96,3.65
127,Charters Towers,AU,2021-12-05 23:43:49,-20.1,146.2667,85.69,42,4,14.09
128,Kaitangata,NZ,2021-12-05 23:41:01,-46.2817,169.8464,53.92,54,89,7.76
129,Euclid,US,2021-12-05 23:43:50,41.5931,-81.5268,51.48,58,90,5.99
130,San Carlos De Bariloche,AR,2021-12-05 23:39:50,-41.1456,-71.3082,83.95,12,0,3.44
131,Klaksvik,FO,2021-12-05 23:43:29,62.2266,-6.589,38.32,63,73,19.77
132,Valparaiso,CL,2021-12-05 23:43:50,-33.0393,-71.6273,63.48,81,20,5.75
133,Ahipara,NZ,2021-12-05 23:43:51,-35.1667,173.1667,75.34,64,59,10.16
134,Victoria,HK,2021-12-05 23:40:31,22.2855,114.1577,64.33,57,39,1.01
135,Cape Town,ZA,2021-12-05 23:42:02,-33.9258,18.4232,61.27,90,75,1.99
136,Clyde River,CA,2021-12-05 23:43:28,70.4692,-68.5914,10.63,85,100,27.63
137,Namwala,ZM,2021-12-05 23:44:51,-15.7504,26.4384,76.68,47,92,6.42
138,Bethel,US,2021-12-05 23:44:51,41.3712,-73.414,44.11,55,75,4.61
139,Jambi,ID,2021-12-05 23:44:52,-1.6,103.6167,74.46,97,100,3.24
140,Itarema,BR,2021-12-05 23:44:52,-2.9248,-39.9167,81.01,80,12,16.82
141,Inhambane,MZ,2021-12-05 23:44:52,-23.865,35.3833,75.79,90,0,7.67
142,Coquimbo,CL,2021-12-05 23:44:53,-29.9533,-71.3436,58.73,82,75,11.5
143,Thompson,CA,2021-12-05 23:36:03,55.7435,-97.8558,-18.24,69,1,9.22
144,Tapejara,BR,2021-12-05 23:44:53,-28.0681,-52.0139,64.67,91,20,5.06
145,Nicolas Bravo,MX,2021-12-05 23:44:54,18.45,-88.9167,72.9,77,3,2.26
146,Hambantota,LK,2021-12-05 23:44:54,6.1241,81.1185,77.09,87,35,6.08
147,Laela,TZ,2021-12-05 23:44:54,-8.5667,32.05,62.76,76,81,1.57
148,Iskateley,RU,2021-12-05 23:44:54,67.6803,53.1512,19.71,85,100,18.37
149,Morecambe,GB,2021-12-05 23:44:55,54.0684,-2.8611,41.32,97,100,1.01
150,Jamestown,US,2021-12-05 23:43:34,42.097,-79.2353,44.33,37,90,8.01
151,San Rafael,AR,2021-12-05 23:43:57,-34.6177,-68.3301,74.37,46,1,11.48
152,Beyneu,KZ,2021-12-05 23:44:47,45.3167,55.2,35.69,75,100,10.29
153,Zhoucun,CN,2021-12-05 23:44:55,36.8167,117.8167,43.14,56,97,4.16
154,Tutoia,BR,2021-12-05 23:44:55,-2.7619,-42.2744,81.54,83,55,11.92
155,Fortuna,US,2021-12-05 23:44:47,40.5982,-124.1573,56.43,72,90,5.75
156,Chokurdakh,RU,2021-12-05 23:43:34,70.6333,147.9167,-42.57,99,56,5.79
157,North Bend,US,2021-12-05 23:44:56,43.4065,-124.2243,54.25,87,1,3.44
158,Xining,CN,2021-12-05 23:44:56,36.6167,101.7667,24.03,43,4,1.16
159,Praia Da Vitoria,PT,2021-12-05 23:44:57,38.7333,-27.0667,61.05,88,75,5.01
160,Villarrica,PY,2021-12-05 23:44:57,-25.75,-56.4333,78.1,55,6,5.17
161,Ponta Do Sol,PT,2021-12-05 23:40:55,32.6667,-17.1,65.03,70,20,9.71
162,Kavieng,PG,2021-12-05 23:42:24,-2.5744,150.7967,83.28,76,92,7.36
163,Bagli,IN,2021-12-05 23:44:58,22.65,76.35,61.02,50,77,4.74
164,Yambio,SS,2021-12-05 23:44:58,4.5721,28.3955,72.55,69,98,3.09
165,Kavaratti,IN,2021-12-05 23:44:59,10.5669,72.642,80.6,71,79,12.33
166,Aklavik,CA,2021-12-05 23:42:18,68.2191,-135.0107,-6.77,87,13,8.86
167,Yondo,CO,2021-12-05 23:44:59,7.0062,-73.9097,86.49,74,20,3.44
168,Sao Manuel,BR,2021-12-05 23:45:00,-22.7311,-48.5706,76.19,64,29,4.21
169,Dicabisagan,PH,2021-12-05 23:45:00,17.0818,122.4157,73.04,86,91,5.32
170,Mar Del Plata,AR,2021-12-05 23:39:10,-38.0023,-57.5575,63.88,77,0,15.01
171,Spring Hill,US,2021-12-05 23:45:00,28.4769,-82.5255,72.32,78,1,0.0
172,Sola,VU,2021-12-05 23:45:01,-13.8833,167.55,83.07,84,75,0.0
173,New Waterford,US,2021-12-05 23:45:01,40.8451,-80.6145,51.1,53,100,3.0
174,Jabinyanah,TN,2021-12-05 23:45:02,35.035,10.9081,51.6,68,41,16.69
175,Viedma,AR,2021-12-05 23:44:41,-40.8135,-62.9967,69.21,32,0,16.8
176,Mao,ES,2021-12-05 23:45:02,39.8885,4.2658,45.16,76,20,5.75
177,Skelleftea,SE,2021-12-05 23:45:03,64.7507,20.9528,-10.84,77,75,4.61
178,Nanortalik,GL,2021-12-05 23:45:03,60.1432,-45.2371,26.92,64,97,28.57
179,Gouyave,GD,2021-12-05 23:46:03,12.1646,-61.7296,79.57,78,20,20.71
180,Bubaque,GW,2021-12-05 23:46:03,11.2833,-15.8333,81.5,67,97,11.05
181,Nueva Helvecia,UY,2021-12-05 23:46:04,-34.3,-57.2333,65.59,80,19,11.43
182,Lima,PE,2021-12-05 23:43:24,-12.0432,-77.0282,69.91,77,75,16.11
183,America Dourada,BR,2021-12-05 23:46:04,-11.4553,-41.4361,68.54,91,21,7.7
184,Saint-Philippe,RE,2021-12-05 23:37:19,-21.3585,55.7679,76.55,80,33,9.98
185,Buchanan,LR,2021-12-05 23:43:25,5.8808,-10.0467,75.16,82,54,4.88
186,Avera,US,2021-12-05 23:46:05,33.194,-82.5271,66.07,72,99,5.99
187,Shakiso,ET,2021-12-05 23:46:05,5.75,38.9167,52.2,71,9,3.6
188,Avarua,CK,2021-12-05 23:43:28,-21.2078,-159.775,82.45,78,75,8.05
189,Hamilton,US,2021-12-05 23:46:06,39.1834,-84.5333,60.42,89,90,1.99
190,Sterling,US,2021-12-05 23:41:04,39.0062,-77.4286,48.97,50,90,1.01
191,Yumen,CN,2021-12-05 23:46:06,40.2833,97.2,23.72,52,20,9.28
192,Monte Carmelo,BR,2021-12-05 23:46:07,-18.7247,-47.4986,68.68,84,59,2.75
193,Kyshtovka,RU,2021-12-05 23:46:02,56.555,76.6271,28.42,95,100,10.69
194,South Shields,GB,2021-12-05 23:46:07,54.9986,-1.4323,40.41,99,40,1.14
195,Thaba-Tseka,LS,2021-12-05 23:46:07,-29.522,28.6084,51.44,87,85,7.45
196,Narsaq,GL,2021-12-05 23:42:22,60.9167,-46.05,25.02,63,98,13.62
197,Yar-Sale,RU,2021-12-05 23:46:08,66.8333,70.8333,-14.26,91,51,14.81
198,Mount Gambier,AU,2021-12-05 23:46:08,-37.8333,140.7667,69.71,49,65,10.36
199,Bengkulu,ID,2021-12-05 23:45:10,-3.8004,102.2655,76.14,86,100,5.68
200,Swanton,US,2021-12-05 23:46:09,41.5887,-83.8911,44.74,96,90,5.75
201,Tamsalu,EE,2021-12-05 23:46:09,59.1586,26.1153,4.84,88,19,6.11
202,Saint George,US,2021-12-05 23:42:54,37.1041,-113.5841,68.47,26,1,1.99
203,Mayo,US,2021-12-05 23:44:51,38.8876,-76.5119,51.26,68,1,0.0
204,Bandarbeyla,SO,2021-12-05 23:46:10,9.4942,50.8122,75.42,66,5,13.78
205,Buraydah,SA,2021-12-05 23:46:10,26.326,43.975,55.85,25,15,10.74
206,Russell,US,2021-12-05 23:46:11,32.3502,-85.1999,67.23,80,1,0.0
207,Ngunguru,NZ,2021-12-05 23:46:11,-35.6167,174.5,78.17,80,44,13.0
208,Destin,US,2021-12-05 23:46:11,30.3935,-86.4958,68.45,86,40,6.91
209,Paamiut,GL,2021-12-05 23:45:52,61.994,-49.6678,24.78,70,100,18.68
210,Sorong,ID,2021-12-05 23:44:38,-0.8833,131.25,81.66,83,91,4.47
211,Fairbanks,US,2021-12-05 23:46:12,64.8378,-147.7164,11.25,77,75,0.0
212,Dikson,RU,2021-12-05 23:42:22,73.5069,80.5464,-3.39,94,100,9.6
213,Guerrero Negro,MX,2021-12-05 23:46:12,27.9769,-114.0611,65.28,75,1,16.73
214,Jacareacanga,BR,2021-12-05 23:46:12,-6.2222,-57.7528,74.26,96,89,2.01
215,Saurimo,AO,2021-12-05 23:46:13,-9.6608,20.3916,63.84,93,73,0.78
216,San Quintin,MX,2021-12-05 23:46:13,30.4833,-115.95,62.26,77,0,13.27
217,Oranjemund,NA,2021-12-05 23:46:13,-28.55,16.4333,61.47,90,33,6.38
218,Khandyga,RU,2021-12-05 23:46:14,62.6667,135.6,-11.87,98,100,4.76
219,Ubajara,BR,2021-12-05 23:46:14,-3.8544,-40.9211,73.17,72,45,3.85
220,Port Hardy,CA,2021-12-05 23:46:14,50.6996,-127.4199,39.2,86,90,4.61
221,Mogzon,RU,2021-12-05 23:46:15,51.7435,111.9606,9.0,95,54,3.94
222,Gushikawa,JP,2021-12-05 23:46:15,26.3544,127.8686,69.03,65,1,9.22
223,Pizarro,CO,2021-12-05 23:47:15,4.9533,-77.366,76.3,93,100,5.91
224,Tooele,US,2021-12-05 23:47:16,40.5308,-112.2983,50.94,50,1,0.0
225,Srednekolymsk,RU,2021-12-05 23:44:44,67.45,153.6833,-48.55,99,75,4.63
226,Port Hedland,AU,2021-12-05 23:47:16,-20.3167,118.5667,98.65,16,88,14.97
227,Jaguariuna,BR,2021-12-05 23:47:16,-22.7056,-46.9858,68.77,76,47,3.44
228,Sangar,RU,2021-12-05 23:45:54,63.9242,127.4739,-25.44,98,97,5.37
229,Mandalgovi,MN,2021-12-05 23:47:14,45.7625,106.2708,17.8,46,0,9.78
230,Arman,RU,2021-12-05 23:47:17,59.7,150.1667,-12.84,90,22,5.39
231,Faya,SA,2021-12-05 23:47:17,18.3851,42.4509,53.71,70,0,1.66
232,Kimbe,PG,2021-12-05 23:47:18,-5.5502,150.1429,88.52,60,90,2.24
233,Xingcheng,CN,2021-12-05 23:47:18,40.6167,120.7167,39.69,44,100,20.2
234,Teguise,ES,2021-12-05 23:47:19,29.0605,-13.564,61.02,77,20,17.27
235,Pisco,PE,2021-12-05 23:46:02,-13.7,-76.2167,68.05,83,75,16.11
236,Lavrentiya,RU,2021-12-05 23:47:20,65.5833,-171.0,29.25,97,100,19.98
237,Zhigansk,RU,2021-12-05 23:47:01,66.7697,123.3711,-27.62,96,100,6.67
238,Norfolk,US,2021-12-05 23:47:20,42.1668,-71.2495,40.35,66,1,0.0
239,Show Low,US,2021-12-05 23:43:10,34.2542,-110.0298,57.88,22,1,8.05
240,Tanout,NE,2021-12-05 23:47:20,14.9709,8.8879,66.36,18,58,10.22
241,Deputatskiy,RU,2021-12-05 23:47:15,69.3,139.9,-23.37,97,100,2.66
242,Puerto Ayacucho,VE,2021-12-05 23:47:21,5.6639,-67.6236,85.78,67,91,1.99
243,Pahrump,US,2021-12-05 23:42:29,36.2083,-115.9839,73.45,12,5,10.0
244,Sitka,US,2021-12-05 23:42:52,57.0531,-135.33,35.49,75,90,8.05
245,Ilorin,NG,2021-12-05 23:47:21,8.5,4.55,79.47,29,80,2.06
246,Peterlee,GB,2021-12-05 23:47:22,54.7603,-1.3365,38.26,93,91,5.21
247,Kalmunai,LK,2021-12-05 23:47:22,7.4167,81.8167,76.91,85,2,1.99
248,Tarakan,ID,2021-12-05 23:47:23,3.3,117.6333,76.5,94,75,3.44
249,Olinda,BR,2021-12-05 23:47:23,-8.0089,-34.8553,82.13,74,40,10.36
250,Yenagoa,NG,2021-12-05 23:47:23,4.9247,6.2642,77.72,90,100,1.59
251,Luderitz,NA,2021-12-05 23:47:24,-26.6481,15.1594,60.51,86,0,9.57
252,San Juan,AR,2021-12-05 23:45:02,-31.5375,-68.5364,81.07,35,26,12.37
253,Fraga,ES,2021-12-05 23:47:24,41.5229,0.3489,40.51,64,0,24.76
254,Wanaka,NZ,2021-12-05 23:47:25,-44.7,169.15,51.12,66,99,5.01
255,Anloga,GH,2021-12-05 23:47:25,5.7947,0.8973,82.62,82,75,11.92
256,Assare,BR,2021-12-05 23:47:25,-6.8744,-39.875,79.3,49,53,2.89
257,Namatanai,PG,2021-12-05 23:41:07,-3.6667,152.4333,84.94,69,89,1.1
258,Meadow Lake,US,2021-12-05 23:47:26,34.8014,-106.5436,62.08,26,0,8.03
259,Yerofey Pavlovich,RU,2021-12-05 23:47:26,53.9667,121.9667,10.29,55,18,9.22
260,Mackay,AU,2021-12-05 23:45:39,-21.15,149.2,87.67,61,40,16.11
261,Lugovoy,KZ,2021-12-05 23:47:27,42.9472,72.7644,37.26,81,97,2.04
262,Gwadar,PK,2021-12-05 23:47:27,25.1216,62.3254,72.23,30,17,8.19
263,Provideniya,RU,2021-12-05 23:39:48,64.3833,-173.3,28.51,93,90,20.13
264,Norman Wells,CA,2021-12-05 23:42:12,65.282,-126.8329,-29.16,68,75,4.61
265,Aberdeen,GB,2021-12-05 23:47:27,57.1437,-2.0981,34.21,93,33,0.0
266,Palmer,US,2021-12-05 23:43:25,42.1584,-72.3287,38.57,66,75,3.44
267,Talnakh,RU,2021-12-05 23:43:37,69.4865,88.3972,-18.8,99,100,13.53
268,The Valley,AI,2021-12-05 23:48:28,18.217,-63.0578,81.1,74,20,10.36
269,Ulladulla,AU,2021-12-05 23:48:28,-35.35,150.4667,71.87,58,100,5.48
270,Buala,SB,2021-12-05 23:47:09,-8.145,159.5921,78.84,87,100,14.27
271,Tigbao,PH,2021-12-05 23:48:29,12.5546,123.3389,78.44,75,30,11.01
272,Gornopravdinsk,RU,2021-12-05 23:40:55,60.05,69.9,-14.33,100,56,2.46
273,Sao Filipe,CV,2021-12-05 23:48:29,14.8961,-24.4956,75.72,73,71,11.54
274,La Rioja,ES,2021-12-05 23:48:30,42.25,-2.5,36.48,98,100,8.3
275,Dongning,CN,2021-12-05 23:48:30,44.0622,131.1207,28.17,87,18,5.1
276,Tall Kayf,TR,2021-12-05 23:48:30,37.0833,41.0667,47.48,47,25,5.95
277,Port-Gentil,GA,2021-12-05 23:48:31,-0.7193,8.7815,80.56,94,75,8.05
278,Kununurra,AU,2021-12-05 23:48:31,-15.7667,128.7333,78.78,83,75,8.05
279,Bambous Virieux,MU,2021-12-05 23:42:23,-20.3428,57.7575,78.22,78,40,8.05
280,Suez,EG,2021-12-05 23:48:31,29.9737,32.5263,57.6,73,1,0.54
281,Puerto Madryn,AR,2021-12-05 23:47:04,-42.7692,-65.0385,65.43,56,4,13.35
282,Bilibino,RU,2021-12-05 23:48:32,68.0546,166.4372,-18.18,99,100,2.66
283,Galesong,ID,2021-12-05 23:48:32,-5.3166,119.3661,75.22,88,100,5.26
284,Vila Do Maio,CV,2021-12-05 23:48:33,15.1333,-23.2167,72.39,77,75,17.67
285,Leningradskiy,RU,2021-12-05 23:40:57,69.3833,178.4167,-3.19,98,100,17.07
286,Balkhash,KZ,2021-12-05 23:48:33,46.844,74.9804,33.03,52,100,6.58
287,Lodwar,KE,2021-12-05 23:48:33,3.1191,35.5973,80.1,53,84,9.64
288,Silvan,TR,2021-12-05 23:48:34,38.1419,41.0081,30.49,37,44,1.5
289,Longyearbyen,SJ,2021-12-05 23:41:10,78.2186,15.6401,15.64,73,75,11.5
290,Anshun,CN,2021-12-05 23:48:34,26.25,105.9333,45.43,85,11,1.3
291,Tocopilla,CL,2021-12-05 23:48:12,-22.092,-70.1979,66.42,67,79,2.13
292,Tateyama,JP,2021-12-05 23:48:35,34.9833,139.8667,52.11,76,100,11.81
293,Florence,IT,2021-12-05 23:43:42,43.7667,11.25,44.76,91,0,2.3
294,Tsubata,JP,2021-12-05 23:48:35,36.6667,136.7333,41.18,90,92,2.71
